,cluster_id
399,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
400,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
401,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
402,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
403,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
404,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
405,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
406,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
407,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
408,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
409,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
410,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
411,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
412,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
413,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
414,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
415,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
416,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
417,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
418,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
419,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
420,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
421,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
422,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
423,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
424,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
425,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
426,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
427,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
428,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
429,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
430,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
431,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
432,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
433,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
434,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
435,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
436,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
437,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
438,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
439,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
440,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
441,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
442,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
443,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
444,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
445,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
446,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
447,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
448,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
449,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
450,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
451,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
452,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
453,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
454,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
455,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
456,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
457,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
458,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
459,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
460,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
461,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
462,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
463,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
464,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
465,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
466,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
467,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
468,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
469,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
470,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
471,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
472,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
473,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
474,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
475,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
476,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
477,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
478,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
479,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
480,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
481,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
482,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
483,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
484,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
485,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
486,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
487,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
488,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
489,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
490,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
491,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
492,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
493,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
494,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
495,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
496,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
497,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
498,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
499,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
500,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
501,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
502,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
503,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
504,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
505,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
506,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
507,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
508,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
509,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
510,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
511,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
512,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
513,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
514,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
515,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
516,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
517,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
518,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
519,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
520,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
521,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
522,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
523,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
524,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
525,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
526,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
527,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
528,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
529,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
530,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
531,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
532,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
533,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
534,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
535,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
536,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
537,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
538,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
539,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
540,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
541,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
542,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
543,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
544,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
545,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
546,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
547,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
548,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
549,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
550,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
551,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
552,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
553,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
554,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
555,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
556,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
557,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
558,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
559,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
560,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
561,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
562,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
563,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
564,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
565,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
566,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
567,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
568,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
569,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
570,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
571,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
572,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
573,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
574,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
575,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
576,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
577,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
578,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
579,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
580,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
581,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
582,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
583,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
584,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
585,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
586,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
587,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
588,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
589,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
590,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
591,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
592,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
593,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
594,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
595,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
596,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
597,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
598,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
599,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
600,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
601,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
602,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
603,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
604,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
605,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
606,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
607,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
608,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
609,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
610,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
611,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
612,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
613,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
614,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
615,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
616,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
617,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
618,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
619,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
620,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
621,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
622,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
623,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
624,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
625,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
626,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
627,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
628,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
629,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
630,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
631,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
632,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
633,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
634,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
635,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
636,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
637,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
638,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
639,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
640,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
641,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
642,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
643,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
644,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
645,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
646,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
647,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
648,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
649,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
650,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
651,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
652,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
653,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
654,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
655,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
656,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
657,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
658,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
659,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
660,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
661,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
662,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
663,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
664,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
665,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
666,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
667,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
668,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
669,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
670,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
671,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
672,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
673,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
674,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
675,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
676,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
677,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
678,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
679,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
680,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
681,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
682,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
683,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
684,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
685,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
686,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
687,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
688,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
689,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
690,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
691,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
692,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
693,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
694,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
695,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
696,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
697,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
698,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
699,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
700,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
701,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
702,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
703,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
704,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
705,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
706,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
707,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
708,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
709,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
710,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
711,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
712,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
713,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
714,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
715,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
716,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
717,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
718,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
719,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
720,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
721,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
722,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
723,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
724,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
725,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
726,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
727,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
728,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
729,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
730,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
731,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
732,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
733,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
734,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
735,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
736,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
737,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
738,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
739,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
740,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
741,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
742,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
743,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
744,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
745,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
746,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
747,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
748,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
749,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
750,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
751,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
752,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
753,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
754,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
755,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
756,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
757,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
758,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
759,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
760,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
762,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
763,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
764,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
765,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
766,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
767,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
768,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
769,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
770,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
771,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
772,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
773,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
774,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
775,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
776,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
777,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
778,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
779,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
780,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
781,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
782,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
783,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
784,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
785,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
786,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
787,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
788,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
789,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
790,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
791,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
792,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
793,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
794,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
795,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
796,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
797,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
